tweet_text,cleaned_text,label,disaster_type
RT @CarolHink: As we are thinking about fireworks today in #CA...I can't help but think about all the peeps dealing w/ the #COFire &gt;& ...,thinking firework today cai help think peep dealing cofire,11,Wildfire
RT @NatureNews: Russian meteor largest in a century-released as much energy as a nuke http://t.co/zb81iMjn,russian meteor largest centuryreleased much energy nuke,7,Meteor
"RT @ABC: Condition of victims at LAX unknown, says LAPD - live coverage: http://t.co/dseRaZYiuP",condition victim lax unknown say lapd live coverage,8,Shooting
"RT @News1130radio: BC Wildfire Management says the smoky haze will last until at least Friday. Smoke is coming not just from Colorado, b ...",bc wildfire management say smoky haze last least friday smoke coming colorado,11,Wildfire
Sad 2 hear tht da Typhoon victims r gtting more desperate as thy continue 2 struggle in order to survive n recover from the #pablo aftermath,sad hear tht da typhoon victim gtting desperate thy continue struggle order survive recover pablo aftermath,10,Typhoon
"Raise funds for #Boston or West #Texas tonight if #party planning - http://t.co/49vel6LmXs (Between 6pm and 11pm, ET, Tuesday April 30th)",raise fund boston west texas tonight party planning pm pm et tuesday april th,3,Explosion
From the messages:  1000 THINK GOD T Shirts were sent to West Texas Fire Department. We would love to see photos... http://t.co/yv2qAQLGZA,message think god shirt sent west texas fire department would love see photo,3,Explosion
RT @bkeegan: Here's the Wikipedia article about #BostonMarathon #bombing to track on-going developments: http://t.co/qy6fMv67UK,here wikipedia article bostonmarathon bombing track ongoing development,0,Bombing
RT @DruhFarrell: Hi @nenshi Please RT Free legal info session for victims of #yycflood Wed and Thurs. http://t.co/8gSBzXw75l,hi please free legal info session victim yycflood wed thurs,5,Flood
RT @MikeeMerge: Footage of that meteor hitting Russia is nuts!,footage meteor hitting russia nut,7,Meteor
"RT @dost_pagasa: At 07:00PM 5/DEC/2012, the eye of Typhoon #PabloPH was located at 150km Northwest of Roxas, Northern Palawan (11.4°N 11 ...",pm dec eye typhoon pabloph located km northwest roxas northern palawan,10,Typhoon
"RT @ANCALERTS: Typhoon Bopha will head to Visayas on Wednesday, then bring rains to Metro Manila on Thursday",typhoon bopha head visayas wednesday bring rain metro manila thursday,10,Typhoon
RT @cnnbrk: Metro-North ordered to put extra crew on some trains until signals upgraded following fatal derailment. http://t.co/71CF73lRNY,metronorth ordered put extra crew train signal upgraded following fatal derailment,9,Transportation Accident
@biebersxcunty More helicopter crash victims named: The names of four more people who died in Friday night's Glasgow ...  @onedirslaytion,helicopter crash victim named name four people died friday night glasgow,9,Transportation Accident
RT @AP: BREAKING: Toll rises to 450 dead in Bangladesh building collapse as workers use cranes to remove rubble. -MM,breaking toll rise dead bangladesh building collapse worker use crane remove rubble mm,1,Building Collapse
"RT @JustinTrudeau: My thoughts are with the community of #LacMegantic, and all those affected by this terrible tragedy. #RCES",thought community lacmegantic affected terrible tragedy rces,9,Transportation Accident
"Poverty, geography, weak governance, poor preparations, a nasty storm and more conspired against the #Philippines http://t.co/OIh3kQodai",poverty geography weak governance poor preparation nasty storm conspired philippine,10,Typhoon
RT @ANCALERTS: 'Pablo' has regained typhoon strength hours after being downgraded to a tropical storm #PabloPH,pablo regained typhoon strength hour downgraded tropical storm pabloph,10,Typhoon
Uses of Hashtags #RescuePH - emergency #ReliefPH - evacuation centers &amp; relief operations #FloodPH - flood situation #SafeNow - once rescued,us hashtags rescueph emergency reliefph evacuation center relief operation floodph flood situation safenow rescued,5,Flood
"Helicopter Crashes Into Pub In Glasgow, Scotland: LONDON (AP) — A helicopter crashed late Friday night into th... http://t.co/bppOepCcT2",helicopter crash pub glasgow scotland london ap helicopter crashed late friday night th,9,Transportation Accident
RT @ChannelNewsAsia: BREAKING: #SGHaze PSI hits new all-time record of 321 as of 10pm. In hazardous range for 1st time in Singapore histo…,breaking sghaze psi hit new alltime record pm hazardous range st time singapore,6,Haze
@Insultstagram: Luzon: Typhoons Visayas: Earthquake  Mindanao: War    Pray for our Dear Philippines.,luzon typhoon visayas earthquake mindanao war pray dear philippine,2,Earthquake
(Stmp) SilkAir flight forced to turn back to Singapore from Pekanbaru due to haze http://t.co/YZYPWiWequ,stmp silkair flight forced turn back singapore pekanbaru due haze,6,Haze
RT @BBCBreaking: At least 250 people injured in spectacular #RussianMeteor shower - interior ministry http://t.co/V6WphAIW http://t.co/i ...,least people injured spectacular russianmeteor shower interior ministry,7,Meteor
Please use #reliefPH and #rescuePH for REAL scenarios only. Don't mislead the public. This is no joke. Grow up fellas!,please use reliefph rescueph real scenario mislead public joke grow fella,5,Flood
#LAXShooting I wish for peace in this world. My prayers are with you.,laxshooting wish peace world prayer,8,Shooting
RT @_SGkid: @ChannelNewsAsia: NTUC Unity Healthcare in S'pore says it's selling 800.000 N95 masks today at 10% off #SGHaze  Just give for…,ntuc unity healthcare spore say selling mask today sghaze give,6,Haze
RT @OxfamAmerica: THANK YOU to everyone who has donated to our Typhoon #Haiyan relief efforts. Your support is helping us save lives. http:…,thank everyone donated typhoon haiyan relief effort support helping u save life,10,Typhoon
"Hashtags Help Coordinate Relief Efforts in Philippine Floods:   In the midst of widespread flooding in Manila, w... http://t.co/HAJGxIvb",hashtags help coordinate relief effort philippine flood midst widespread flooding manila,5,Flood
may god bless and help those people who were affected by the flooding in manila. #godbless #Habagat,may god bless help people affected flooding manila godbless habagat,5,Flood
RT @NBCNews: Sources: Suspect opened fire with rifle at document checkpoint in Terminal 3 at LAX,source suspect opened fire rifle document checkpoint terminal lax,8,Shooting
RT @NSWRFS: Gateshead Fire: regraded to Watch &amp; Act due to current weather conditions http://t.co/Z8OipMYxnp  #nswfires #nswrfs,gateshead fire regraded watch act due current weather condition nswfires nswrfs,11,Wildfire
An earthquake measuring 7.2 hit the Philippines on Tuesday. PHOTOS (via @Reuters): http://t.co/MqZQ5hNmNg,earthquake measuring hit philippine tuesday photo via,2,Earthquake
"@alashock: JUST IN: Fire Sweeps Through Brazil Nightclub, Officials Say At Least 180 Dead And 200 Injured http://t.co/qgpWNyaY damn!",fire sweep brazil nightclub official say least dead injured damn,4,Fire
RT @STcom: #SGHaze update: Indonesia to use rain-making technology to stop fires http://t.co/xWYEazkMIo,sghaze update indonesia use rainmaking technology stop fire,6,Haze
One killed in LA airport shooting: A suspect is in custody after one person was killed and seven wou... http://t.co/dMfBeNLeRt (#sprnch),one killed la airport shooting suspect custody one person killed seven wou sprnch,8,Shooting
RT @VithusanV: I wake up to find out that a meteor hits Russia. The fuck.,wake find meteor hit russia fuck,7,Meteor
"RT @wxbrad: Full amateur footage. CAUGHT ON CAMERA: Fertilizer Plant Explosion Near Waco, Texas: http://t.co/6cGCbPba9j  #westfire #west ...",full amateur footage caught camera fertilizer plant explosion near waco texas westfire west,3,Explosion
"Almost 1000 injured as 10-ton meteor blasts across Russian sky, causing explosions and smashing windows: Nearly ... http://t.co/BnjCCfza",almost injured ton meteor blast across russian sky causing explosion smashing window nearly,7,Meteor
"RT @pcdspo: Yesterday, the President was in Bohol overseeing #reliefPH and rehab for #earthquakePH-affected areas. Photos: http://t.co/jX8E…",yesterday president bohol overseeing reliefph rehab earthquakephaffected area photo,2,Earthquake
RT @sammmydee: Breaking news: Singapore has a new world record of most complaints in a day. #sghaze #wedidit,breaking news singapore new world record complaint day sghaze wedidit,6,Haze
"RT @MassStatePolice: BOSTON MARATHON BOMBING SUSPECTS. IF YOU RECOGNIZE EITHER OF THEM, CALL 1-800-CALL-FBI IMMEDIATELY. http://t.co/NEh ...",boston marathon bombing suspect recognize either call callfbi immediately,0,Bombing
RT @RidhwanAzman: Omg PSI is 290. I want my Mummy now :'( #sghaze,omg psi want mummy sghaze,6,Haze
RT @guardiannews: Bangladesh factory collapse blamed on swampy ground and heavy machinery http://t.co/H0OdLy6l8S,bangladesh factory collapse blamed swampy ground heavy machinery,1,Building Collapse
@BenVolinPBP RT @wdbojim: Shocking video of a massive meteor crashing in Russia! View it now at (cont) http://t.co/ry1QTlcE,shocking video massive meteor crashing russia view cont,7,Meteor
My heart &amp; prayers go out to all the people in #Colorado &amp; to any1 who has friends or family affected by the #coloradoflood,heart prayer go people colorado friend family affected coloradoflood,5,Flood
RT @KASABIHAN: Churches were destroyed because God was too busy protecting our home that he forgot to protect his. #PrayForVisayas #Earthqu…,church destroyed god busy protecting home forgot protect prayforvisayas,2,Earthquake
"RT @Deadspin: VIDEO: interview with Bill Iffrig, the 78-year-old man in orange knocked down by the blast at the Boston Marathon: http:// ...",video interview bill iffrig yearold man orange knocked blast boston marathon http,0,Bombing
California has some of the strictest firearms laws in the Nation.Goes to show you can't legislate those who dont follow laws. #LAXShooting,california strictest firearm law nationgoes show legislate dont follow law laxshooting,8,Shooting
RT @oxfamgb: Watching @channel4news? Shocked by the devastation caused by typhoon #Haiyan? Text DONATE to 70066 to donate £5 to Oxfam's res…,watching shocked devastation caused typhoon haiyan text donate donate oxfams,10,Typhoon
RT @Pinoy_Humor: Please TWEET and USE hashtags #ReliefPH (relief ops) #RescuePH (Rescue concerns) #FloodsPH (flood news) #PHalerts (gove ...,please tweet use hashtags reliefph relief ops rescueph rescue concern floodsph flood news phalerts gove,5,Flood
Brazil nightclub tragedy | http://t.co/3dLmmwYX http://t.co/n7Xwjeso,brazil nightclub tragedy,4,Fire
RT @jimmaaayw: https://t.co/5TEeaJ2Ryv holy fuck.... #prayfortexas,holy fuck prayfortexas,3,Explosion
RT @MatSegNY: @ChannelNewsAsia  @STcom   #BlueSkies #SGHaze   Looks like Singapore is haze free! Can those masks! http://t.co/R3Ye665l9x,blueskies sghaze look like singapore haze free mask,6,Haze
RT @australian: Fears grow blazes will form 'mega-fire': NSW fire chiefs are growing increasingly worried major bushfires in t... http://t.…,fear grow blaze form megafire nsw fire chief growing increasingly worried major bushfires,11,Wildfire
RT @ctvnewschannel: 13 confirmed dead and dozens still missing in devastating Lac-Megantic train derailment: http://t.co/adKF3eOZHz @CTVNews,confirmed dead dozen still missing devastating lacmegantic train derailment,9,Transportation Accident
RT @CodySimpson: stuck in the airport terminal because of the shootings. praying for the victims,stuck airport terminal shooting praying victim,8,Shooting
RT @pesonaSingapore: The PSI Reading @ 8pm from NEA is 140 (Avoid heavy outdoor activity!) Advisory: http://t.co/dUgfeMaYjP #sghaze #singap…,psi reading pm nea avoid heavy outdoor activity advisory sghaze,6,Haze
RT @alexmorgan13: Praying for those involved in the LAX shooting. Scary thinking about how many times I've gone through that airport.,praying involved lax shooting scary thinking many time gone airport,8,Shooting
RT @Pink: Our thoughts and prayers are with everyone affected by the explosions in Boston. 😢,thought prayer everyone affected explosion boston,0,Bombing
"RT @TheTimMcGraw: Thoughts, prayers and love to everyone affected by the flooding in Calgary.  Needed 2 postpone our show this week, but it…",thought prayer love everyone affected flooding calgary needed postpone show week,5,Flood
